wage,education,experience,ethnicity,smsa,south,age,nearcollege,nearcollege2,nearcollege4,enrolled,married,education66,smsa66,south66,feducation,meducation,fameducation,kww,iq,parents14,library14
750,14,12,0,1,0,32,1,yes,public,no,no,12,yes,no,9.93999958,12,4,33,94,both,yes
450,14,14,0,1,0,34,1,yes,public,no,yes,12,yes,no,12,10,5,36,103,both,yes
600,14,4,0,1,0,24,1,yes,public,no,no,8,yes,no,12,9,5,26,#N/A,step,yes
855,12,15,0,1,0,33,1,yes,public,no,no,12,yes,no,7,12,6,44,101,both,no
728,14,6,0,1,0,26,1,yes,public,no,yes,10,yes,no,14,8,5,30,94,both,no
693,12,16,0,1,0,34,1,yes,public,no,no,10,yes,no,12,11,5,38,112,both,yes
1025,10,11,0,1,0,27,1,yes,public,no,no,10,yes,no,12,12,3,24,73,step,no
1154,14,8,0,1,0,28,1,yes,public,yes,yes,12,yes,no,8,8,8,32,104,both,yes
983,16,10,0,1,0,32,1,yes,public,no,yes,16,yes,no,15,18,1,48,#N/A,both,yes
727,15,13,0,1,0,34,1,yes,public,no,no,12,yes,no,3,0,8,34,105,both,no
535,14,14,0,1,0,34,1,yes,public,no,yes,12,yes,no,10,11,7,38,106,both,yes
532,12,7,0,1,0,25,1,yes,public,no,yes,10,yes,no,11,11,7,39,101,both,yes
289,13,7,0,1,0,26,1,yes,public,yes,no,10,yes,no,10,11,7,28,86,both,yes
313,17,3,0,1,0,26,1,yes,public,yes,no,11,yes,no,12,12,3,36,119,both,yes
404,13,5,0,1,0,24,1,yes,public,no,no,9,yes,no,13,16,1,24,83,both,yes
1100,18,6,0,1,0,30,1,yes,public,no,yes,15,yes,no,12,12,3,43,114,both,yes
660,12,9,0,1,0,27,1,yes,public,no,yes,11,yes,no,2,2,8,36,104,both,yes
433,12,14,0,1,0,32,1,yes,public,no,yes,12,yes,no,12,12,3,44,99,both,no
400,17,4,0,1,1,27,1,yes,public,yes,no,11,yes,no,18,16,1,37,126,both,yes
263,15,5,0,1,0,26,1,yes,public,no,no,11,yes,no,18,13,1,36,101,both,yes
400,13,15,0,1,0,34,1,yes,public,no,yes,13,yes,no,12,12,3,45,#N/A,both,yes
577,16,12,0,0,0,34,1,yes,public,no,yes,16,yes,no,15,18,1,40,109,both,yes
433,12,6,0,1,0,24,1,yes,public,no,no,9,yes,no,13,13,1,35,110,both,yes
470,17,2,0,1,0,25,1,yes,public,no,yes,10,yes,no,18,12,2,39,104,both,no
255,17,2,0,1,0,25,1,yes,public,yes,yes,10,yes,no,12,14,2,30,118,singlemom,yes
625,12,8,0,0,0,26,1,yes,public,no,yes,11,yes,no,12,12,3,28,#N/A,both,yes
670,13,15,0,1,0,34,1,yes,public,yes,no,12,yes,no,12,10.25,5,48,103,both,yes
1049,12,12,0,1,0,30,1,yes,public,no,yes,12,yes,no,12,12,3,36,90,both,yes
1846,17,11,0,1,0,34,1,yes,public,no,yes,16,yes,no,9.93999958,4,9,49,98,both,yes
769,15,12,0,1,0,33,1,yes,public,no,yes,14,yes,no,16,12,2,46,112,both,yes
688,11,17,1,1,0,34,1,yes,public,no,yes,10,yes,no,9.93999958,10.25,9,37,64,step,#N/A
650,15,3,0,1,0,24,1,yes,public,no,yes,8,yes,no,15,12,2,25,#N/A,both,yes
479,16,4,0,0,0,26,1,yes,public,no,yes,10,yes,no,13,18,1,39,128,both,yes
341,16,2,0,0,0,24,0,yes,none,no,yes,9,no,no,16,13,1,40,113,both,yes
906,14,12,0,1,0,32,0,yes,none,no,yes,14,no,no,10,12,6,46,102,both,yes
351,12,15,0,0,0,33,0,yes,none,no,no,12,no,no,7,8,8,33,93,both,yes
775,12,11,0,1,0,29,0,no,none,no,yes,12,yes,no,8,9,8,40,92,both,no
700,12,8,0,1,0,26,0,no,none,no,yes,11,yes,no,8,9,8,35,124,both,no
592,16,4,0,0,0,26,0,no,none,no,yes,10,no,no,12,12,3,39,119,both,yes
740,12,6,0,0,0,24,0,no,none,no,#N/A,8,no,no,8,11,8,25,#N/A,both,yes
533,12,9,0,0,0,27,0,no,none,no,yes,12,no,no,10,8,8,34,96,both,yes
417,16,3,0,1,0,25,0,no,none,no,no,9,no,no,18,13,1,32,110,both,yes
1394,18,10,0,1,0,34,0,no,none,no,yes,17,no,no,12,12,3,40,118,both,yes
548,12,16,0,0,0,34,0,no,none,no,yes,12,no,no,8,10,8,42,96,both,yes
657,11,7,0,0,0,24,1,no,public,no,yes,9,no,no,11,12,6,27,80,both,yes
572,12,7,0,0,0,25,1,no,public,no,yes,8,no,no,10,12,6,39,#N/A,both,yes
624,13,10,0,0,0,29,1,no,public,no,yes,12,no,no,9.93999958,12,4,36,137,step,no
442,16,9,0,1,0,31,1,no,public,no,yes,14,no,no,15,12,2,38,113,both,yes
577,15,6,0,0,0,27,1,no,public,no,yes,11,no,no,12,12,3,41,93,both,yes
540,13,8,0,0,0,27,1,no,public,no,yes,10,no,no,12,12,3,34,93,both,yes
841,15,9,0,0,0,30,1,no,public,no,no,14,no,no,9,12,6,42,116,both,yes
724,14,9,0,1,0,29,0,yes,none,yes,no,13,no,no,9.93999958,8,9,34,106,both,yes
557,13,7,0,1,0,26,0,yes,none,yes,yes,10,no,no,6,11,8,22,#N/A,both,yes
334,13,5,0,0,0,24,0,yes,none,yes,yes,5,no,no,9.93999958,10.25,9,14,#N/A,other,yes
510,15,3,0,1,1,24,0,yes,none,no,no,8,no,no,10,14,6,33,#N/A,both,yes
577,12,13,0,1,0,31,0,yes,none,no,yes,11,yes,no,8,12,6,31,69,both,no
511,12,11,0,1,0,29,0,yes,none,no,yes,12,yes,no,2,6,8,36,78,both,yes
311,15,4,0,1,0,25,1,no,private,yes,yes,9,yes,no,9,7,8,28,87,both,yes
577,12,16,0,1,0,34,1,no,private,no,yes,12,yes,no,8,8,8,41,99,both,yes
670,12,16,0,1,0,34,1,no,private,no,yes,12,yes,no,9.93999958,12,4,40,#N/A,both,yes
631,12,9,0,1,0,27,1,no,private,no,yes,11,yes,no,12,16,2,33,92,both,yes
666,16,3,0,1,0,25,1,no,private,no,no,10,yes,no,12,16,2,23,113,both,yes
400,14,7,0,1,0,27,1,no,private,no,yes,10,yes,no,12,12,3,38,119,both,yes
220,11,7,0,0,0,24,1,no,private,no,yes,7,yes,no,10,16,6,24,#N/A,step,yes
577,13,11,0,1,0,30,1,no,private,no,yes,12,yes,no,9.93999958,9,9,43,#N/A,singlemom,no
423,13,10,0,1,0,29,1,no,private,no,no,13,yes,no,9.93999958,12,4,29,98,singlemom,yes
647,16,5,0,1,0,27,1,no,private,no,yes,11,yes,no,14,16,1,33,99,both,yes
345,15,7,0,1,0,28,1,no,private,yes,no,13,no,no,10,12,6,36,#N/A,both,yes
840,16,3,0,1,1,25,1,no,private,no,no,9,yes,no,11,14,6,24,112,both,yes
625,15,4,0,1,0,25,1,yes,public,no,yes,10,yes,no,18,12,2,30,115,both,yes
1000,9,15,0,1,0,30,1,no,public,no,yes,9,yes,no,8,10.25,9,26,96,other,yes
919,16,9,0,1,0,31,1,yes,private,no,yes,15,yes,no,8,6,8,41,117,both,yes
730,12,13,0,1,0,31,1,yes,private,no,yes,12,yes,no,2,8,8,38,96,both,yes
448,12,6,0,1,1,24,1,yes,private,no,no,8,yes,no,10,10,7,26,#N/A,step,no
483,14,9,0,1,0,29,1,yes,private,yes,yes,13,yes,no,12,12,3,44,75,both,yes
411,12,7,0,1,0,25,1,no,public,no,no,10,yes,no,11,10,7,46,108,both,yes
885,14,10,0,1,0,30,1,no,public,no,yes,13,yes,no,13,12,2,46,#N/A,other,yes
350,14,7,0,1,0,27,0,no,none,no,#N/A,11,yes,no,10,12,6,32,#N/A,both,yes
500,17,4,0,0,0,27,0,no,none,no,yes,12,yes,no,12,16,2,34,92,both,yes
733,15,12,0,1,0,33,0,no,none,no,yes,15,yes,no,16,16,1,38,95,both,yes
459,13,11,0,1,0,30,0,no,none,yes,no,12,yes,no,12,12,3,34,88,both,yes
721,16,6,0,1,0,28,0,no,none,no,yes,13,yes,no,12,12,3,37,106,both,yes
699,15,11,0,1,1,32,0,no,none,no,yes,13,yes,no,8,8,8,44,95,both,yes
785,14,10,0,1,0,30,0,no,none,no,yes,13,yes,no,9,15,6,40,94,both,yes
925,16,7,0,1,0,29,0,no,none,no,yes,12,yes,no,12,13,2,45,105,both,yes
449,14,6,0,1,0,26,0,no,none,no,no,10,yes,no,12,13,2,30,115,both,yes
325,15,3,0,0,0,24,0,no,none,no,yes,9,no,no,14,14,1,37,117,both,yes
683,13,13,0,0,0,32,0,no,none,no,yes,12,no,no,13,12,2,30,#N/A,both,yes
522,16,10,0,1,0,32,0,no,none,no,yes,14,yes,no,18,14,1,45,#N/A,both,yes
470,18,4,0,1,0,28,0,no,none,no,yes,13,yes,no,18,14,1,44,93,both,yes
541,12,16,0,0,0,34,0,yes,none,no,yes,12,no,no,8,7,8,38,115,both,yes
852,14,9,0,0,0,29,0,yes,none,no,yes,14,no,no,13,12,2,43,#N/A,both,yes
400,12,12,0,0,0,30,0,yes,none,no,yes,12,no,no,9,12,6,42,#N/A,both,yes
547,18,3,0,0,0,27,0,yes,none,no,no,11,no,no,9.93999958,10.25,9,36,117,both,yes
577,16,10,0,0,0,32,0,yes,none,no,no,13,no,no,12,14,2,36,98,both,yes
300,11,7,0,0,0,24,0,yes,none,no,yes,8,no,no,13,13,1,31,#N/A,both,yes
1068,16,10,0,0,0,32,0,yes,none,no,yes,15,no,no,9.93999958,12,4,42,105,singlemom,yes
721,12,14,0,0,0,32,0,yes,none,no,yes,12,no,no,6,7,8,36,109,both,yes
673,17,8,0,1,0,31,0,yes,none,yes,no,12,no,no,12,11,5,42,95,both,yes
739,17,4,0,1,1,27,0,yes,none,no,yes,12,no,no,14,12,2,31,120,both,yes
1478,12,8,0,1,0,26,0,yes,none,no,no,10,yes,no,8,10.25,9,#N/A,96,both,no
875,17,4,0,0,0,27,0,no,none,no,no,11,no,no,8,14,6,40,#N/A,both,yes
900,12,15,0,0,0,33,0,no,none,no,yes,12,no,no,8,12,6,40,#N/A,both,yes
801,13,12,0,0,0,31,0,no,none,no,yes,13,no,no,13,12,2,42,91,both,yes
550,13,7,0,0,0,26,0,no,none,no,yes,10,no,no,8,12,6,38,109,both,yes
575,10,18,0,0,0,34,0,no,none,no,yes,10,no,no,8,9,8,32,#N/A,both,no
540,12,9,0,0,0,27,0,no,none,no,yes,12,no,no,12,12,3,38,87,both,yes
790,16,10,0,1,0,32,0,no,none,no,yes,16,yes,no,13,13,1,34,110,both,yes
693,14,8,0,0,0,28,0,no,none,no,yes,11,no,no,12,10,5,28,97,both,yes
250,16,4,0,0,0,26,0,no,none,no,no,11,no,no,12,10,5,30,110,both,yes
417,17,1,0,1,0,24,0,no,none,yes,yes,8,no,no,14,13,1,35,#N/A,both,yes
635,9,17,0,0,0,32,0,no,none,no,yes,9,no,no,3,4,8,29,74,both,no
413,12,14,0,1,0,32,0,no,none,no,no,12,no,no,9.93999958,9,9,32,95,both,yes
300,12,7,0,0,0,25,0,no,none,no,yes,9,no,no,9.93999958,10.25,9,26,97,other,no
567,17,3,0,1,0,26,0,no,none,yes,yes,10,no,no,18,14,1,29,#N/A,both,yes
641,16,10,0,0,0,32,0,no,none,no,yes,14,no,no,7,12,6,39,#N/A,both,no
356,13,10,0,0,0,29,0,no,none,no,yes,9,no,no,9.93999958,10.25,9,34,98,other,no
400,12,15,0,0,0,33,0,no,none,yes,yes,12,no,no,9.93999958,10.25,9,39,105,other,no
413,12,13,0,0,0,31,0,no,none,no,yes,12,no,no,12,12,3,21,85,both,yes
531,14,13,0,0,0,33,0,no,none,no,yes,14,no,no,12,10,5,42,105,both,no
635,16,7,0,0,0,29,0,no,none,no,yes,12,no,no,12,10,5,39,122,both,no
144,14,7,0,0,0,27,0,no,none,yes,yes,11,no,no,18,12,2,36,114,both,yes
550,14,11,0,0,0,31,0,no,none,no,yes,14,no,no,17,13,1,36,129,both,no
486,12,14,0,0,0,32,0,no,none,no,no,12,no,no,7,8,8,33,100,both,yes
598,17,8,0,1,0,31,0,no,none,no,yes,15,no,no,9,14,6,40,108,both,yes
462,14,6,0,1,1,26,0,no,none,yes,yes,11,no,no,9.93999958,16,4,26,#N/A,both,yes
812,16,4,0,0,0,26,0,no,none,no,yes,11,no,no,9.93999958,16,4,32,#N/A,both,yes
625,12,7,0,0,0,25,0,no,none,no,yes,10,no,no,8,11,8,22,#N/A,both,no
1043,12,13,0,0,0,31,0,no,none,no,yes,10,no,no,3,10.25,9,33,#N/A,both,no
800,16,5,0,1,0,27,0,no,none,no,no,12,no,no,8,12,6,38,122,both,yes
812,16,5,0,1,0,27,0,no,none,yes,yes,12,yes,no,8,9,8,36,119,both,yes
433,17,3,0,1,0,26,0,no,none,no,no,11,yes,no,8,8,8,40,129,step,yes
751,17,5,0,1,0,28,0,no,none,no,yes,11,no,no,8,8,8,32,79,both,yes
294,14,6,0,1,0,26,0,no,none,no,no,10,no,no,10,12,6,39,109,both,yes
427,12,7,0,1,0,25,1,no,private,no,yes,10,yes,no,12,12,3,30,105,both,yes
700,12,15,0,1,0,33,1,no,private,no,yes,12,yes,no,9.93999958,10.25,9,47,90,both,yes
284,16,3,0,1,0,25,1,no,private,no,yes,9,yes,no,12,12,3,30,#N/A,both,yes
542,14,7,0,0,0,27,1,no,private,yes,yes,11,yes,no,13,14,1,28,101,both,yes
480,12,7,0,1,0,25,1,no,private,no,yes,9,yes,no,12,12,3,35,83,both,yes
378,16,4,0,1,0,26,1,no,private,no,yes,10,yes,no,13,14,1,32,#N/A,both,yes
508,16,8,0,1,0,30,1,no,private,no,yes,13,yes,no,9.93999958,10.25,9,38,111,both,yes
500,12,7,0,1,0,25,1,no,private,no,yes,8,yes,no,9.93999958,10.25,9,26,#N/A,both,yes
723,12,15,0,1,0,33,1,no,public,no,yes,12,no,no,12,8,5,42,110,both,no
220,12,7,0,0,0,25,1,no,public,no,no,9,no,no,14,14,1,32,92,both,yes
475,15,3,0,0,0,24,1,no,public,no,no,8,no,no,9.93999958,10.25,9,22,#N/A,other,yes
1202,13,7,0,1,0,26,1,no,public,no,yes,10,no,no,10,10,7,36,113,both,no
400,13,5,0,0,0,24,1,no,public,no,no,9,no,no,12,12,3,26,115,step,yes
601,16,7,0,1,0,29,1,no,public,no,no,13,no,no,12,12,3,36,109,both,yes
481,12,11,0,0,0,29,1,no,public,no,no,12,yes,no,12,8,5,35,114,both,yes
700,16,11,0,0,0,33,1,no,public,no,yes,16,no,no,7,12,6,39,110,both,yes
769,12,9,0,1,1,27,1,no,private,no,yes,12,yes,yes,10,9,7,43,102,both,yes
529,14,5,0,1,1,25,1,no,private,no,yes,9,yes,yes,10,9,7,34,118,both,yes
450,16,8,0,1,1,30,1,no,private,yes,yes,12,yes,yes,12,9,5,37,112,both,no
563,10,18,0,1,1,34,1,no,private,no,yes,9,yes,yes,6,10.25,9,31,86,both,no
649,13,13,0,1,1,32,1,no,private,no,yes,11,yes,yes,7,0,8,42,114,both,no
470,8,18,0,1,1,32,1,no,private,no,yes,8,yes,yes,9,12,6,33,#N/A,both,no
275,16,2,0,1,1,24,1,no,private,no,no,8,yes,yes,14,12,2,31,#N/A,both,yes
719,16,11,0,1,1,33,1,no,private,yes,yes,13,yes,yes,10,8,8,40,102,both,yes
1082,12,15,0,1,1,33,1,no,private,no,yes,12,yes,yes,9.93999958,10.25,9,42,105,singlemom,yes
673,16,12,0,1,1,34,1,no,private,no,yes,13,yes,yes,6,10,8,51,83,both,yes
350,18,0,0,0,1,24,0,yes,none,no,yes,9,no,yes,15,12,2,31,107,both,yes
769,14,8,1,1,1,28,0,yes,none,no,yes,11,no,yes,5,9,8,34,81,both,yes
650,12,8,1,0,1,26,0,yes,none,no,yes,9,no,yes,0,6,8,26,85,both,yes
751,9,15,0,0,1,30,0,yes,none,no,yes,9,no,yes,9.93999958,4,9,34,72,both,no
356,10,11,0,0,1,27,0,yes,none,no,yes,9,no,yes,9.93999958,4,9,23,#N/A,singlemom,no
250,9,9,0,0,1,24,0,yes,none,no,yes,8,no,yes,9.93999958,4,9,14,#N/A,singlemom,no
401,12,10,0,0,1,28,0,yes,none,no,no,11,no,yes,7,6,8,35,86,both,yes
425,11,8,0,0,1,25,0,yes,none,no,yes,8,no,yes,7,6,8,38,#N/A,both,yes
287,9,10,0,0,1,25,0,yes,none,no,yes,8,no,yes,7,6,8,26,#N/A,both,yes
309,13,7,1,0,1,26,0,yes,none,yes,yes,9,no,yes,6,12,6,18,#N/A,both,yes
578,14,4,1,1,0,24,0,yes,none,no,yes,8,no,yes,6,12,6,21,#N/A,both,no
438,16,8,1,0,1,30,0,yes,none,no,yes,13,no,yes,7,8,8,29,#N/A,both,no
450,12,13,0,0,1,31,0,yes,none,no,yes,11,no,yes,8,12,6,38,68,both,no
173,17,5,0,1,1,28,0,yes,none,yes,yes,12,no,yes,9.93999958,15,4,36,115,singlemom,yes
529,16,5,1,1,0,27,0,yes,none,yes,yes,10,no,yes,8,9,8,19,#N/A,both,no
482,12,12,1,0,1,30,0,yes,none,no,no,12,no,yes,8,10.25,9,27,#N/A,both,no
833,12,9,1,1,0,27,0,yes,none,no,yes,12,no,yes,8,10.25,9,18,#N/A,both,no
260,12,16,1,0,1,34,0,yes,none,no,no,12,no,yes,9.93999958,6,9,22,95,both,no
279,12,7,1,0,1,25,0,yes,none,no,no,8,no,yes,9.93999958,3,9,22,#N/A,singlemom,yes
350,13,6,1,0,1,25,0,yes,none,no,yes,9,no,yes,9.93999958,10.25,9,29,#N/A,other,yes
145,11,7,0,0,1,24,0,yes,none,no,yes,7,no,yes,5,11,8,20,#N/A,both,yes
230,10,11,1,0,1,27,0,yes,none,no,yes,7,no,yes,9.93999958,12,4,26,#N/A,singlemom,yes
450,15,3,1,1,0,24,0,yes,none,no,no,6,no,yes,9.93999958,12,4,14,#N/A,singlemom,yes
385,16,3,0,1,1,25,0,yes,none,no,no,9,no,yes,12,12,3,31,87,both,yes
817,17,11,0,1,1,34,0,yes,none,no,yes,14,no,yes,13,12,2,42,116,both,yes
962,16,8,0,0,1,30,0,yes,none,no,yes,15,no,yes,13,12,2,37,95,both,yes
408,13,9,0,0,1,28,0,yes,none,no,yes,12,no,yes,14,12,2,32,94,both,yes
526,16,3,0,1,1,25,0,yes,none,no,no,9,no,yes,14,12,2,29,#N/A,both,yes
578,13,5,0,1,0,24,0,yes,none,no,yes,8,no,yes,14,10,5,35,#N/A,step,yes
620,14,8,0,0,1,28,0,yes,none,no,yes,12,no,yes,6,10,8,45,96,both,yes
230,12,7,0,1,1,25,1,no,public,no,no,9,yes,yes,7,12,6,29,99,both,yes
580,11,13,1,1,1,30,1,no,public,no,yes,11,yes,yes,2,5,8,33,#N/A,both,yes
1155,18,8,0,1,1,32,1,no,public,no,no,15,yes,yes,6,12,6,45,106,both,yes
380,12,10,1,1,1,28,1,no,public,no,yes,11,yes,yes,9.93999958,10.25,9,24,#N/A,other,no
616,16,5,1,1,1,27,1,no,public,no,no,12,yes,yes,10,12,6,26,#N/A,both,yes
450,12,10,1,1,1,28,1,no,public,no,yes,10,yes,yes,10,8,8,28,#N/A,both,no
425,12,7,1,1,1,25,1,no,public,no,yes,8,yes,yes,10,8,8,30,#N/A,both,no
500,12,10,1,1,1,28,1,no,public,no,yes,12,yes,yes,8,2,8,36,85,both,no
713,12,7,0,1,1,25,1,no,public,no,yes,8,yes,yes,12,12,3,16,#N/A,both,yes
750,12,7,0,1,1,25,1,no,public,no,yes,9,yes,yes,4,12,6,32,100,both,yes
323,15,3,0,1,1,24,1,no,public,yes,yes,8,yes,yes,4,12,6,37,92,both,yes
1038,13,9,0,1,1,28,1,no,public,no,yes,12,yes,yes,8,12,6,38,101,both,no
491,16,3,0,1,1,25,1,no,public,no,yes,10,yes,yes,16,15,1,30,104,both,yes
525,13,10,0,1,1,29,1,no,public,no,no,9,yes,yes,10,12,6,37,88,both,yes
388,11,12,1,1,1,29,1,no,public,no,yes,11,yes,yes,5,5,8,26,#N/A,both,yes
460,10,10,1,1,1,26,1,no,public,no,yes,7,yes,yes,12,2,5,21,#N/A,both,yes
400,15,3,1,1,1,24,1,no,public,no,no,8,yes,yes,5,8,8,22,#N/A,both,no
737,15,6,1,1,1,27,1,no,public,no,yes,12,no,yes,9,16,6,31,97,both,yes
599,14,6,1,1,1,26,1,no,public,no,no,9,yes,yes,6,10,8,34,83,other,yes
1131,18,9,1,0,1,33,0,no,none,no,no,17,yes,yes,18,18,1,43,71,both,yes
601,14,5,1,1,1,25,1,no,public,no,no,9,yes,yes,9.93999958,10.25,9,30,100,other,yes
298,10,10,1,1,1,26,1,no,public,no,no,8,yes,yes,9.93999958,11,9,22,#N/A,singlemom,no
235,12,9,1,1,1,27,1,no,public,no,no,10,yes,yes,9.93999958,10.25,9,39,96,other,yes
220,13,6,1,1,1,25,1,no,public,yes,yes,10,yes,yes,9.93999958,10.25,9,20,113,other,yes
697,8,12,1,1,1,26,1,no,public,no,yes,7,yes,yes,9.93999958,11,9,26,#N/A,singlemom,no
542,9,9,1,1,1,24,1,no,public,no,no,7,yes,yes,9.93999958,11,9,20,#N/A,singlemom,no
250,12,7,1,1,1,25,1,no,public,no,no,7,yes,yes,9.93999958,8,9,29,#N/A,singlemom,yes
400,16,4,0,1,1,26,1,no,public,no,no,10,yes,yes,12,12,3,39,117,other,no
423,15,10,0,1,1,31,1,no,public,yes,no,12,yes,yes,9.93999958,10.25,9,39,101,other,no
290,12,7,0,1,1,25,1,no,public,no,no,9,yes,yes,6,5,8,#N/A,65,both,yes
247,10,17,1,1,1,33,1,no,public,no,no,8,yes,yes,9.93999958,10,9,32,#N/A,both,no
380,13,7,1,1,1,26,1,no,public,yes,yes,9,yes,yes,9.93999958,10,9,33,87,both,no
656,12,6,0,1,1,24,1,no,public,no,yes,9,yes,yes,12,9,5,37,116,both,no
711,12,14,0,1,1,32,1,no,public,no,yes,12,yes,yes,9,12,6,42,106,both,yes
481,14,9,0,1,1,29,1,no,public,no,no,12,yes,yes,8,12,6,35,93,both,yes
641,16,3,0,1,1,25,1,no,public,no,yes,9,yes,yes,8,12,6,35,112,both,yes
596,12,14,0,1,1,32,1,no,public,no,no,12,yes,yes,12,14,2,45,98,both,yes
578,7,18,0,1,1,31,1,no,public,no,yes,7,yes,yes,9.93999958,10.25,9,35,#N/A,other,no
678,16,8,0,1,1,30,0,yes,none,yes,yes,14,yes,yes,9.93999958,12,4,37,#N/A,singlemom,yes
1538,16,10,0,1,1,32,0,yes,none,no,yes,12,yes,yes,11,14,6,37,103,both,yes
860,12,15,0,1,1,33,0,yes,none,no,yes,12,yes,yes,9,12,6,36,103,both,no
534,18,8,0,1,1,32,0,yes,none,no,no,16,yes,yes,12,16,2,49,#N/A,both,yes
308,12,9,0,1,1,27,0,yes,none,no,yes,12,yes,yes,12,12,3,34,91,step,no
600,14,9,0,0,1,29,0,yes,none,no,yes,13,yes,yes,12,10.25,5,41,118,both,yes
625,8,17,0,0,1,31,0,yes,none,no,yes,7,no,yes,9.93999958,10.25,9,20,#N/A,other,no
540,13,10,0,1,1,29,0,yes,none,no,yes,13,no,yes,10,10,7,28,87,both,no
344,13,8,0,0,1,27,0,yes,none,no,yes,11,no,yes,12,10,5,22,100,both,no
500,12,7,0,0,1,25,0,yes,none,no,yes,10,no,yes,12,10,5,39,96,both,yes
320,11,9,1,1,0,26,0,yes,none,yes,yes,8,no,yes,6,9,8,16,#N/A,both,no
378,18,3,1,0,1,27,0,yes,none,no,yes,11,no,yes,4,10,8,29,62,both,no
188,15,4,1,0,1,25,0,yes,none,yes,no,9,no,yes,4,10,8,14,60,both,no
168,9,18,1,0,1,33,0,yes,none,no,no,9,no,yes,4,10,8,19,#N/A,both,no
250,2,17,1,0,1,25,0,yes,none,no,no,0,no,yes,6,10.25,9,12,#N/A,both,no
190,3,15,1,0,1,24,0,yes,none,no,no,3,no,yes,6,5,8,8,#N/A,both,no
1000,12,10,1,1,0,28,0,yes,none,no,yes,12,yes,no,8,8,8,31,83,both,no
564,12,6,1,0,1,24,0,yes,none,no,no,9,no,yes,9.93999958,10.25,9,20,100,other,no
624,9,9,1,0,1,24,0,yes,none,no,yes,5,no,yes,9.93999958,7,9,17,#N/A,singlemom,no
714,12,6,1,1,1,24,0,yes,none,no,yes,9,no,yes,9.93999958,10.25,9,26,#N/A,other,no
538,12,6,0,0,1,24,0,yes,none,no,yes,9,no,yes,12,10,5,40,123,both,no
355,13,7,1,0,1,26,0,yes,none,no,yes,10,no,yes,9,8,8,22,67,both,no
240,12,6,1,0,1,24,0,yes,none,no,no,8,no,yes,9.93999958,12,4,28,#N/A,singlemom,no
418,12,6,0,0,1,24,0,yes,none,no,yes,8,no,yes,9,12,6,22,#N/A,both,no
1026,13,8,0,0,1,27,1,no,private,no,yes,12,no,yes,14,13,1,42,104,both,yes
295,17,9,0,0,1,32,1,no,private,no,no,15,no,yes,12,14,2,34,106,both,yes
550,12,8,1,1,1,26,1,no,private,yes,yes,10,no,yes,9.93999958,6,9,24,85,singlemom,yes
538,12,9,1,1,1,27,1,no,private,no,yes,10,no,yes,9.93999958,8,9,27,81,singlemom,yes
350,5,19,0,0,1,30,1,no,private,no,yes,5,no,yes,2,3,8,37,#N/A,both,no
711,12,9,0,0,1,27,1,no,private,no,yes,12,no,yes,8,12,6,37,109,both,yes
229,12,11,1,0,1,29,1,no,private,no,yes,12,no,yes,4,4,8,20,76,both,no
220,12,9,1,0,1,27,1,no,private,no,yes,12,no,yes,4,3,8,31,73,both,no
310,12,11,1,0,1,29,1,no,private,no,yes,12,no,yes,8,2,8,26,62,both,no
320,12,6,1,1,0,24,1,no,private,no,yes,9,no,yes,10,10.25,9,28,76,other,yes
303,12,9,1,0,1,27,1,no,private,no,yes,12,no,yes,10,9,7,26,76,both,yes
450,13,7,0,0,1,26,1,no,private,yes,yes,10,no,yes,5,12,6,36,104,both,yes
753,12,11,1,1,1,29,1,no,private,no,yes,12,no,yes,9,11,7,29,#N/A,both,no
438,12,8,0,0,1,26,1,no,private,no,yes,11,no,yes,4,11,8,35,103,both,no
325,11,11,1,0,1,28,1,no,private,no,yes,9,no,yes,1,7,8,27,#N/A,other,no
846,16,10,0,0,1,32,1,no,private,no,yes,15,no,yes,9.93999958,12,4,44,106,singlemom,no
313,14,6,0,0,1,26,1,no,private,no,yes,10,no,yes,12,14,2,49,112,step,yes
479,13,15,0,1,1,34,1,no,private,no,yes,13,yes,yes,7,12,6,38,#N/A,both,yes
429,12,13,0,1,1,31,1,no,private,no,no,12,yes,yes,10,9,7,24,94,both,yes
490,14,9,0,1,1,29,1,no,private,yes,yes,12,yes,yes,11,9,7,25,83,both,yes
361,12,6,0,1,1,24,1,no,private,no,no,8,yes,yes,11,9,7,34,#N/A,both,yes
400,14,13,0,1,1,33,1,no,private,yes,yes,12,yes,yes,0,2,8,40,91,both,no
423,12,6,1,1,1,24,1,no,private,no,yes,8,no,yes,7,8,8,30,#N/A,both,no
311,12,9,1,0,1,27,1,no,private,no,no,9,no,yes,5,5,8,12,#N/A,both,no
271,11,10,1,0,1,27,1,no,private,no,no,11,no,yes,3,7,8,12,#N/A,both,no
385,18,2,1,1,1,26,1,no,private,no,no,11,no,yes,12,12,3,33,#N/A,both,no
529,16,2,1,1,1,24,1,no,private,yes,yes,8,no,yes,12,12,3,18,#N/A,both,no
700,11,14,0,0,1,31,1,no,private,no,yes,10,no,yes,6,10,8,29,81,both,yes
381,10,16,0,0,1,32,1,no,private,no,yes,9,no,yes,6,5,8,15,87,both,yes
465,12,10,0,0,1,28,1,no,private,no,yes,12,no,yes,12,12,3,36,118,both,yes
400,10,18,0,0,1,34,1,no,private,no,yes,10,no,yes,8,8,8,37,#N/A,both,no
