CO.GT, NO.GT, T, RH, AH
4.4,743,16,38.7,0.6987
4.5,801,16,38.6,0.6952
5.9,1014,14.1,44.9,0.7194
9.9,1479,12.6,55.9,0.8142
6.9,1018,11.7,60.8,0.8336
4.3,729,11.5,60.9,0.8249
2.9,508,10.6,64.1,0.8182
2,347,10.1,66.2,0.8185
1.7,327,9,70.1,0.8036
1.9,339,8.6,70.5,0.7915
2,358,7.6,74.3,0.7783
1.9,377,6.9,76.1,0.759
1,0,8,70.6,0.7607
0.8,165,6.8,75.4,0.7475
0.7,145,6.6,75.3,0.7378
1.1,282,6,77.3,0.7262
1.7,494,6,76.7,0.722
3.1,606,6.9,73.7,0.7348
4.4,581,7.6,70.6,0.7371
5.6,920,9.3,64.2,0.7544
4.4,811,11.7,55.7,0.763
4.4,786,12.9,54.1,0.8003
4.7,677,14,53,0.8451
4.2,612,15.1,50.2,0.8552
3.3,524,16.7,47.3,0.8883
5.1,775,16.8,48.4,0.9175
7.4,1159,-200,-200,-200
9.3,1310,-200,-200,-200
7.4,1037,-200,-200,-200
5.3,791,-200,-200,-200
4.1,670,-200,-200,-200
2.5,341,-200,-200,-200
2.1,365,-200,-200,-200
2.9,510,-200,-200,-200
2.3,352,-200,-200,-200
1.7,299,-200,-200,-200
0.9,0,-200,-200,-200
0.7,103,-200,-200,-200
0.8,133,-200,-200,-200
1,244,-200,-200,-200
1.2,222,-200,-200,-200
3.5,591,-200,-200,-200
4.5,821,-200,-200,-200
4.9,803,-200,-200,-200
3.5,809,-200,-200,-200
3.4,836,-200,-200,-200
4,820,-200,-200,-200
4.3,861,-200,-200,-200
4,842,-200,-200,-200
4.7,933,-200,-200,-200
6.6,1237,-200,-200,-200
7.3,1137,-200,-200,-200
3.6,484,-200,-200,-200
2.4,325,-200,-200,-200
2.1,292,-200,-200,-200
2.1,303,-200,-200,-200
1.7,242,-200,-200,-200
2.2,314,-200,-200,-200
2,289,-200,-200,-200
1.6,224,-200,-200,-200
1.7,0,-200,-200,-200
0,191,-200,-200,-200
1,149,-200,-200,-200
1,212,-200,-200,-200
1.6,398,-200,-200,-200
3.5,763,-200,-200,-200
5.3,905,-200,-200,-200
4.6,849,-200,-200,-200
4.5,1015,-200,-200,-200
4.2,845,-200,-200,-200
4.1,740,-200,-200,-200
5.5,1018,-200,-200,-200
4.8,1058,-200,-200,-200
5.5,1182,-200,-200,-200
5.2,1089,-200,-200,-200
7.5,1186,-200,-200,-200
8.6,1235,-200,-200,-200
9.1,1253,-200,-200,-200
8.6,1237,-200,-200,-200
5.4,1060,-200,-200,-200
4.3,873,-200,-200,-200
4.2,807,-200,-200,-200
4.3,798,-200,-200,-200
4.2,691,-200,-200,-200
2.8,0,-200,-200,-200
2.2,433,-200,-200,-200
1.8,371,-200,-200,-200
2,469,-200,-200,-200
2.5,658,-200,-200,-200
4.1,854,-200,-200,-200
6.3,1005,-200,-200,-200
5,937,-200,-200,-200
5.1,963,-200,-200,-200
3.6,635,-200,-200,-200
3.5,521,-200,-200,-200
3.7,613,-200,-200,-200
3.1,516,-200,-200,-200
3.2,446,-200,-200,-200
3.8,499,-200,-200,-200
3.2,407,-200,-200,-200
3.2,418,-200,-200,-200
3.3,403,13.3,68,1.0376
3.1,412,13.2,72.8,1.0984
2.4,322,12.6,76.5,1.1106
1.4,200,12.6,74.3,1.0843
2.1,244,12.9,72.1,1.0658
1.4,199,13.1,70.5,1.0594
1.4,190,12.4,73.8,1.0574
1.3,0,12.2,74.5,1.0537
1,153,11.8,76.3,1.0547
1.3,215,10.8,80,1.0367
1,206,10.4,77.3,0.9709
1.1,225,10,76.2,0.9332
2.1,416,9.4,67.7,0.8018
3.2,613,9.3,71.2,0.8325
3.3,567,12.6,54,0.784
2.3,409,16.1,28.5,0.5164
1,183,16.6,19.9,0.3728
0.8,140,15.9,18.2,0.3255
0.8,133,14.3,18.4,0.2991
0.6,115,15,16.3,0.2749
0.9,157,14.9,17.1,0.2875
0.8,149,13.2,18.8,0.2837
1.2,219,12.4,19.6,0.2797
2.1,424,11.9,21.3,0.2957
3.9,659,11.1,24.8,0.3264
4.4,727,10.1,29.7,0.3666
2,398,10.2,23.8,0.2955
2.3,414,9.4,27.4,0.3239
3.6,600,7.9,39,0.4154
3.9,596,7.6,40.6,0.4273
1.6,225,6.4,43.7,0.4242
1,0,6.3,44.7,0.4293
0,120,5.1,46.5,0.4125
1,126,3.3,53.5,0.418
0.8,83,4.8,49.9,0.4325
0.7,156,2.2,60.1,0.4361
1,240,2.5,59.3,0.4401
1,186,3.2,55.7,0.4344
1.5,224,5,48.8,0.429
2.5,386,5.8,49.8,0.4613
2.6,397,6,47.6,0.4488
3.2,477,7.4,44.6,0.4613
3,405,5.2,73.1,0.6535
3.4,453,4.8,81.4,0.7055
3.3,459,4.7,82.3,0.7105
3.6,452,4.7,82.8,0.7157
5.5,579,4.7,83.4,0.7177
4.5,542,5.2,83.1,0.7411
4.7,601,5.5,84.1,0.7657
4.3,521,5.8,84.5,0.7822
3.2,411,6.2,84.1,0.8018
2.9,382,6.6,83.3,0.8183
3.1,421,6.8,82.8,0.8216
2.8,362,8.2,78.4,0.8561
1.2,104,9.7,70.9,0.8539
0.9,0,9.5,69.9,0.8298
0.8,69,9.3,65.9,0.7757
0.6,41,8.8,62.9,0.7154
0.6,46,8.6,58.8,0.6603
1,118,9.2,55.9,0.6521
3.2,295,8.4,57.7,0.6376
3.6,311,8.5,60.4,0.6713
2.9,269,8.9,57.4,0.6575
2.4,225,9.2,55.8,0.6479
2.5,220,9.6,53.9,0.6425
2.6,216,9.6,52.4,0.6276
2.3,162,9.7,49.8,0.5998
2.2,152,9.4,44.9,0.5296
2.3,183,9.8,41.9,0.5083
2.9,254,8.9,44.9,0.5125
4.1,355,8.4,45.4,0.5035
4.1,341,8,41,0.4416
4,341,7.9,37.1,0.3974
3.7,342,7.8,33.9,0.3594
1.7,186,7.3,32.4,0.334
1.1,170,7.4,34.6,0.3576
1.1,169,7.1,33.7,0.3417
1.5,246,6.4,35.8,0.3471
0.5,63,5.6,37.7,0.3444
0.3,0,5.6,37.6,0.3448
0.2,44,5.3,38.8,0.3473
0.3,54,4.7,41.4,0.3576
0.6,176,4.3,43.9,0.3675
0.7,236,4.9,40.6,0.3539
2.6,613,5.1,40.8,0.3603
5.5,755,6.5,38.1,0.3709
2.6,460,7.4,36.5,0.3778
1.5,280,7.9,36.4,0.3889
1.7,322,7.8,36.8,0.3908
2.2,349,8.7,33.7,0.379
2.1,297,8.5,34.3,0.3813
2.2,353,8.9,34.5,0.3946
2.3,316,8.8,35.7,0.4043
2.5,348,7.9,38.6,0.4137
3.1,445,7.6,40.1,0.4195
3.6,457,6.9,40.3,0.4025
3.9,516,6.5,41.7,0.4047
4,575,6.3,42.6,0.4106
2.3,449,5.9,44.7,0.4186
1.5,289,5.8,43.4,0.4037
1.5,268,5.8,42.5,0.3937
2.2,343,5.6,42,0.3856
1.3,222,5.3,42.3,0.3806
0.9,0,5.1,43.5,0.3852
0,87,5.1,44.8,0.3967
0.5,89,5.2,45.9,0.4099
0.5,103,4.7,49,0.4209
0.9,254,4.5,51.8,0.4418
2,481,4.5,53,0.4495
3.2,638,4.8,53.1,0.4605
2.3,492,7.8,42,0.4464
1.8,413,9.3,37.6,0.4391
2.1,364,10,34.2,0.4212
1.9,299,10.3,32.6,0.4094
2.4,342,9.8,31.8,0.3858
2.1,309,9.8,30.3,0.3658
2.8,367,9.6,29.6,0.3545
3.3,357,8.1,32.5,0.3516
2.9,345,6.8,36.1,0.3575
3.9,483,6.4,36.5,0.3519
4.1,480,5.9,37.8,0.3528
3.3,427,5.1,40.7,0.3621
3.3,504,4.8,45.1,0.3925
1.9,248,4.5,43.9,0.3728
2,241,5.2,44.1,0.3939
1.9,210,4.3,46.4,0.3896
2.1,292,3,52.5,0.4021
1.7,0,2.3,56.3,0.4134
1.3,129,1.5,61.4,0.4235
1.1,106,4,50.4,0.4154
1.2,125,2.8,55.2,0.4177
1.8,267,1.2,61.4,0.4159
3.6,543,1.4,61.3,0.4208
3.7,496,2.2,58.1,0.4218
3.4,491,4.3,49.4,0.4138
4,667,6.6,42.5,0.416
3.8,693,8,38.3,0.4133
4.1,707,9.1,36.1,0.4172
4.9,777,10,34.7,0.4259
3.3,512,11,33,0.4331
4.3,587,11.3,33.6,0.4504
6.6,864,9.4,41.3,0.4888
8.5,1089,8,45.9,0.4936
8.7,1070,7.1,50.3,0.51
9.1,1220,6.2,56.9,0.5419
7.2,1076,6.3,57.9,0.5575
5,825,6.2,56.8,0.5421
4.2,740,6.1,54.7,0.5201
4.6,759,6,55.6,0.5244
3.9,610,5.1,59,0.5248
3.4,465,5.1,58.4,0.517
3,0,4.7,60.8,0.5232
2.4,288,4.2,63.1,0.5259
2.5,251,4.3,64.1,0.537
3.5,351,4.8,61.9,0.537
3.9,379,5.3,61.1,0.5499
4.8,539,5.7,61.3,0.5657
6.1,706,6.1,60.5,0.5719
6.6,750,6.7,59.7,0.589
6.5,747,7.2,58.6,0.5986
6,670,8,55.9,0.6018
6.9,772,9.8,52.4,0.6349
7.9,792,10.5,51.1,0.6503
6.1,626,10.8,52.4,0.6767
6.7,678,10.6,55.3,0.7058
6.8,706,10.4,57,0.7167
6.7,668,10.2,58.3,0.7256
6.4,641,-200,-200,-200
6.8,649,-200,-200,-200
5.6,521,-200,-200,-200
5.4,487,-200,-200,-200
5.2,453,-200,-200,-200
5.9,567,9.4,66.1,0.7816
5.6,527,9.6,65.9,0.7869
5.5,503,9.5,66.2,0.7882
5.2,0,9.2,67.3,0.7851
0,345,9.1,68.7,0.7925
2.2,274,9,69.8,0.8039
2,231,8.9,70.5,0.8056
2.2,268,8.9,70.4,0.8074
2,281,9.1,69.6,0.8045
2.5,340,9,70.8,0.8173
3,406,9.8,68.6,0.8324
2.8,379,10.2,67.3,0.8373
3.4,436,10.7,65,0.8378
5.5,602,11.4,62.9,0.8454
4,507,12.2,61.1,0.8652
2.4,266,12.1,61.8,0.8723
3.1,335,11.7,65.6,0.898
4,464,11.4,67.9,0.9119
4.6,527,11.2,70.8,0.9386
4.8,592,10.9,75.9,0.9868
6.2,821,11.3,78.3,1.0455
4.6,538,10.3,82.8,1.0369
4.5,513,10.4,82.5,1.0406
4.2,514,11,81.7,1.0727
2.6,345,11.7,79.8,1.0964
1.6,231,11.6,80,1.0924
1.3,166,11.3,80.1,1.0741
0.6,0,11.7,74.1,1.0167
0.5,61,10.8,78.7,1.0202
0.4,49,10.7,81.5,1.0497
0.3,54,10.9,80.3,1.0444
0.4,78,10.7,80.7,1.0377
0.6,136,10.5,81.8,1.0416
0.9,198,10.4,82.9,1.0419
1.1,211,10.6,82.1,1.0451
1,183,11.5,72.6,0.9846
1.6,277,12.8,65.5,0.964
1.8,267,13.9,60.9,0.9644
1,123,14.9,57.9,0.9726
0.8,68,14.8,63.5,1.0592
1.4,186,13.6,68.9,1.0699
2.1,321,13.6,68.9,1.0661
2.3,343,13.5,67.1,1.0357
3.5,550,12.3,75.4,1.0768
3.8,598,11.7,80,1.0938
2.4,390,11.8,82.7,1.1381
1,159,11.8,77.5,1.0741
1.3,193,12,72.3,1.0095
2.3,316,11.2,79.6,1.0587
1.5,199,11.5,74.2,1.0063
1.1,134,11.6,68.9,0.9411
0.6,0,11.5,67.4,0.9106
0.7,63,11.7,64.6,0.8888
0.4,50,11.9,61.1,0.8527
0.5,93,12.5,57.3,0.8269
0.8,161,12.3,60.1,0.8562
1.9,368,11.5,68.7,0.9302
2.3,344,12.5,63.2,0.9113
1.9,288,12.9,63.2,0.9335
1.6,244,13.5,59.9,0.9261
1.4,224,13.4,61.3,0.9379
1.5,206,14.4,57.1,0.9309
1.4,163,15,57.2,0.9698
2,296,12.4,72.6,1.0422
2.5,386,12.8,73.6,1.0851
2.2,262,13.3,68.2,1.0356
2,212,13.4,66.6,1.0187
2.1,245,13.3,63.6,0.9661
2.1,263,12.9,62.4,0.9258
2.1,300,12.4,64.7,0.9266
1.6,242,12.1,65.6,0.9222
1.1,152,11.3,69.8,0.932
1.2,165,11,68.7,0.9001
0,0,11.1,65.3,0.8601
0,0,10.2,66.9,0.8323
0,0,9.5,70.1,0.8343
0,0,9.8,69.4,0.8397
0,0,10.7,62.5,0.802
0,0,10.4,64.8,0.8138
0,0,9.7,73.1,0.8772
0,0,9.3,77,0.9018
0,0,9.1,77.1,0.8947
0,0,10.6,67.9,0.8666
0,0,12.7,56.7,0.8304
0,0,13,53.9,0.8029
0,0,13.9,49,0.7727
0,0,14.4,49.2,0.8027
0,0,14.3,48.6,0.79
0,0,13.6,52.8,0.8177
0,0,13.1,54.3,0.8167
0,0,12.4,59.3,0.853
0,0,12.1,61.5,0.8677
0,0,12,60.8,0.852
0,0,11,73.8,0.9677
0,0,9.6,82.9,0.99
0,0,8.6,83.5,0.9372
0,0,8.7,83,0.9393
0,0,8.8,81.2,0.9214
0,0,8.9,79,0.9032
0,0,9,76.5,0.8828
0,0,9,75.8,0.8721
0,0,9.1,73.9,0.8576
0,0,9.4,70.9,0.8386
0,0,10.1,65.9,0.8148
0,0,10.1,64.6,0.7967
0,0,9.3,64.7,0.7575
0,0,9.9,61.3,0.7499
0,0,10.6,59.9,0.7674
0,0,11.1,55.3,0.7325
0,0,12,49.3,0.69
0,0,11.6,46.8,0.6397
0,0,12,44,0.6169
0,0,11.8,44.3,0.6141
0,0,11.3,45.4,0.6063
0,0,11.3,44.1,0.5909
0,0,11.2,45.1,0.5971
0,0,10.8,47.3,0.6122
0,0,10.7,47.7,0.6127
0,0,10.5,46.9,0.5956
0,0,10.2,45.4,0.5632
0,0,9.7,46,0.5546
0,0,9.8,45.2,0.5489
0,0,9.4,45.4,0.5355
0,0,9.3,44,0.5153
0,0,8.8,45.2,0.5134
0,0,8.7,45.6,0.5128
0,0,8.5,44.8,0.498
0,0,8.7,43.4,0.4905
0,0,8.5,43.6,0.4865
0,0,8.8,42,0.4773
0,0,10.8,35.1,0.4549
0,0,11.7,34.4,0.4712
0,0,12.6,31.7,0.4613
0,0,12.5,30.3,0.4367
0,0,11.4,32.8,0.4424
0,0,12.1,31.1,0.4383
0,0,12.3,29.7,0.4226
0,0,9.8,36.4,0.4414
0,0,9.3,40.8,0.4781
0,0,8.6,45.1,0.5038
0,0,9.3,41.7,0.4884
0,0,8.7,44.3,0.4998
0,0,8,47.6,0.5113
0,0,7.7,47.2,0.4975
0,0,7.2,50.2,0.5118
0,0,6.9,50.3,0.5029
0,0,6.7,50.7,0.4998
0,0,7.6,46.4,0.4869
0,0,7.4,45.7,0.4714
0,0,6.9,49.3,0.4913
0,0,7.8,48.1,0.5095
0,0,8.1,47.8,0.5157
0,0,8.5,46.7,0.5191
0,0,8.9,44.1,0.5039
0,0,9.4,42.5,0.5038
0,0,10.8,36.3,0.4712
0,0,11.9,30.6,0.4264
0,0,12.2,29.7,0.4205
0,0,12,31.1,0.434
0,0,12.7,28.4,0.416
0,0,13.3,27.5,0.4185
0,0,11.4,30.8,0.4148
0,0,9.8,34,0.4112
0,0,9.3,33.6,0.3958
0,0,9.6,32.3,0.3871
0,0,9.1,32.5,0.3766
0,0,9.1,37.2,0.431
0,0,7.8,38.4,0.4085
0,0,8.2,40.1,0.4375
1.6,214.9,5.3,50.7,0.4564
2.5,299.8,5.9,50,0.4689
2.7,0,4.9,53.9,0.4693
1.9,253.1,4.3,55.3,0.465
1.4,181,4.2,57.1,0.4759
1.5,170.7,3.5,58.3,0.4636
1.4,168.1,3,60.7,0.4667
1.1,168.7,2.6,63.2,0.4721
1,145.4,3.9,59,0.4807
1.2,190.1,4.7,57.2,0.4932
1.7,224.5,6.8,48.6,0.4822
2.3,260.8,8.6,43.6,0.4887
2.2,381.8,9.5,41.2,0.4908
2.4,357.1,10.9,35.9,0.468
2.2,299.2,12.5,32.3,0.467
2.1,312.5,12.8,32.6,0.4814
3,510.2,10.9,39.7,0.5166
4.7,832.4,9,51.8,0.5961
3.6,622.1,8.1,54.1,0.5882
2.5,401.6,7.8,54.6,0.5786
2.3,333.9,6.2,59.6,0.5698
2.1,294.7,5.7,59.9,0.5523
1.7,221.7,5.6,59.7,0.5463
1.8,229.5,4.7,62.9,0.5424
1.6,194.7,4.5,63.5,0.5411
1.3,167.2,4.5,63.6,0.5414
1.3,0,3.1,70,0.5388
1.3,148.4,3.2,68.3,0.531
1.1,122.6,3.1,69.2,0.5337
1,148.4,2.4,71.9,0.5288
1,142.7,3.1,68.7,0.5317
1.2,179.6,2.1,73.1,0.5289
1.3,225.9,3.3,68.2,0.5346
1.6,254.2,4.1,65.8,0.5451
2.2,372.3,6.6,56.6,0.5528
2.2,379,8,51.2,0.5516
2.8,477.6,10.3,44.9,0.5612
2.1,344.1,12.3,41.7,0.5961
1.6,257.6,13.5,41.3,0.6342
2.8,474,13.4,43.1,0.66
2.6,438.2,9.9,53.3,0.6504
2.8,450.7,8.9,54.6,0.6226
2.9,472.7,8.9,54.8,0.6244
3.4,559.7,8.3,58.2,0.6391
2.9,470,-200,-200,-200
3.2,505.7,-200,-200,-200
3.1,482.4,-200,-200,-200
3,436.1,-200,-200,-200
3.4,472,-200,-200,-200
3,378.9,-200,-200,-200
2.7,0,-200,-200,-200
0,285.8,-200,-200,-200
1.1,155.4,-200,-200,-200
1.4,264.2,-200,-200,-200
1.8,366.2,-200,-200,-200
3.6,621.8,-200,-200,-200
3.1,550.8,-200,-200,-200
1.9,349,-200,-200,-200
1.7,284.9,-200,-200,-200
1.7,265.4,-200,-200,-200
1.6,222.4,-200,-200,-200
1.6,237.2,-200,-200,-200
1.7,293.5,-200,-200,-200
2.2,329.4,-200,-200,-200
3.3,487.4,-200,-200,-200
3.9,604.2,-200,-200,-200
5,728.4,-200,-200,-200
4.2,652.7,-200,-200,-200
3.2,509.4,-200,-200,-200
1.7,276.8,-200,-200,-200
1.5,267.9,-200,-200,-200
1.3,192.5,-200,-200,-200
1.2,166.8,-200,-200,-200
1.3,158.6,-200,-200,-200
0.8,0,-200,-200,-200
0.6,88.9,-200,-200,-200
0.8,97.2,-200,-200,-200
0.9,181.6,-200,-200,-200
1.1,262,-200,-200,-200
3.4,560.6,-200,-200,-200
3.6,540.3,-200,-200,-200
3.1,480.4,-200,-200,-200
3.3,607.8,-200,-200,-200
3.4,584.2,-200,-200,-200
2.8,425.8,-200,-200,-200
2.6,397.2,-200,-200,-200
3,473.2,-200,-200,-200
2.9,368.5,-200,-200,-200
3.8,531.7,-200,-200,-200
3.8,498.2,-200,-200,-200
3.6,486.8,-200,-200,-200
4.5,628.8,-200,-200,-200
3.7,502.2,-200,-200,-200
2.4,380.6,-200,-200,-200
1.7,249.7,-200,-200,-200
1.7,265.6,-200,-200,-200
1.7,226.1,9.5,69.5,0.8261
1.9,258.6,9.1,70.9,0.8176
2,0,8.1,72.1,0.7798
2,260,7.9,72.1,0.7679
1.7,241.9,7.6,72.7,0.7598
1.8,267.4,7.5,71.7,0.7439
2.2,410.9,7.9,70.6,0.7562
3.7,669.8,8.6,69,0.7732
4.8,829.5,9.1,67.5,0.7831
4.8,844.5,9.8,65.8,0.7967
5.2,992,11.2,61.9,0.8226
5.9,1129.9,12.8,60.1,0.882
5.9,976.6,13.4,62.4,0.9513
3.1,459.2,14.3,61.2,0.9941
2.6,346.3,14.6,59.6,0.9824
2.8,383.1,14.2,60,0.9684
2.8,414.4,13.8,62.6,0.9862
2.8,369.9,13.6,64,0.9891
3.1,400.1,13.4,64.5,0.9865
3.3,377.6,13.5,64.7,0.9971
2.7,356.9,13.4,65.3,0.9967
2.3,333.2,13.2,64.5,0.9732
1.6,226.6,13.2,62.3,0.9392
1.6,202.8,12.5,63.7,0.9196
1.7,209.7,12.3,64.6,0.9229
1.6,198.1,12.5,63.8,0.9244
1.4,0,12.6,62.7,0.9121
0,89,12,64.6,0.906
0.9,88.8,10.7,69.5,0.8919
0.8,100.6,12.4,62.6,0.8994
0.7,104.1,12.3,62.7,0.8947
1.1,191.6,11.4,66.6,0.8948
1.5,236.5,11.1,70.2,0.9276
1.5,210.5,13.4,61,0.9348
1.6,230.2,15.9,52.2,0.9377
1.6,239.5,15.6,54,0.9515
2,295.4,16.3,51.5,0.9462
1.7,242.6,16.5,50.8,0.9442
1.5,195.8,16.3,51.9,0.9535
2,237.2,16.2,53,0.9687
1.9,274.4,15.6,54.8,0.966
2.1,352.1,14.5,57.5,0.944
2.8,487.6,14,60.1,0.9566
2.7,425.9,13.5,63,0.9686
2.4,376.4,12.6,65.4,0.9529
1.6,237.2,12,67.5,0.9413
1.7,198.5,10.5,72,0.912
1.3,163.9,10,70.9,0.8706
1.4,141.9,9.8,70.7,0.8571
1.2,142.4,8,75,0.8098
1,0,7.9,75.1,0.805
1,126.9,7,77.3,0.7782
0.6,73.4,7.2,74.4,0.7581
0.7,99.6,6.7,75,0.7418
1,125.9,6.4,76.3,0.7389
1.7,284.4,6,78.5,0.7377
3,418.5,6.3,77.4,0.7452
2.4,432,7.7,73.8,0.7769
2.2,310.4,10.2,61.5,0.7638
2.6,446.3,11.3,58.1,0.7743
2.5,464.4,10.6,62.3,0.7981
3,504.9,11.1,62,0.8199
3.3,563.6,12.6,57.7,0.8387
3.8,625.4,13.3,56.2,0.8548
3.6,589.9,11.2,65.3,0.8639
5,711.9,8.8,74.6,0.8434
5.7,722.5,7.2,78.5,0.803
5,707.4,6.5,80,0.7789
4.8,736.5,5.8,83.8,0.7768
3.9,646.2,5.5,83.5,0.7619
3.3,535.5,5.8,81.3,0.7568
3.4,566.7,5.4,82.6,0.7495
2.4,357.4,6.4,76.3,0.7369
1.4,186.6,7,73.6,0.7417
1.4,0,7.2,72.3,0.7392
1.2,169.1,7.9,69.3,0.7413
1.2,184.2,7.4,71.7,0.7434
1.2,204.5,7.7,71.9,0.7575
1.3,212.5,8.1,68,0.7396
2.3,415.1,6.7,77.1,0.7597
3.4,582.9,6.8,77.9,0.7756
3,462,8.9,66.7,0.7634
2.5,387,11.6,54.1,0.7387
2.7,414.3,13.5,49.4,0.7598
2.8,439.8,13.8,50.9,0.796
3.6,515.9,13.4,55.9,0.8588
3.1,495,12.9,59,0.8736
4.3,643,13.3,59,0.8945
4.6,724.7,13,61.9,0.9224
4.3,682.6,12.5,63.6,0.9193
4.3,681.2,12.2,65.8,0.931
5.5,833,12.6,65.2,0.9474
3.4,513.5,13.3,63.6,0.9681
2.4,371.3,13.5,62.6,0.9644
1.6,212.5,14.1,59.6,0.9563
1.7,241.9,14,61.4,0.9773
1.6,240.9,13.5,63.4,0.9755
1.3,217.9,13.2,64.2,0.9706
0.8,0,13.6,62.2,0.9643
0,69.6,13.7,61.1,0.9537
0.6,53.6,13.5,63.8,0.9801
0.6,59.7,12.5,67.3,0.9743
0.5,55.3,13.2,64.2,0.9664
0.6,92.8,13.1,63.4,0.9535
0.7,80.5,13.8,60.5,0.9526
0.9,108.7,13.7,60.4,0.939
1.5,251.2,14,59.7,0.9495
1.9,284.1,15,56.2,0.9539
1.9,262.2,16.9,50.9,0.9714
2.2,255.5,16.6,52.4,0.981
3.8,310,16.4,53.2,0.9826
2,268.5,16.1,52.8,0.9579
2.2,348.2,15.7,54.4,0.9616
3.3,395.7,15.4,55.3,0.9616
2.7,431.7,15.2,54.7,0.9362
2.6,419,14.7,56.6,0.9392
2.5,411.7,14.4,58.2,0.9495
1.5,222.9,14.3,59.2,0.9608
1.9,242.3,14,60.4,0.9622
2,287.5,13.7,63.6,0.9912
1.7,209,13.1,68.7,1.0329
1.2,141.3,13.2,69.9,1.0526
0.9,0,12.8,71.2,1.0454
0.6,65.6,12.9,70.4,1.0444
0,63.8,12.4,72.5,1.0411
0,104.5,13,70.3,1.0502
0.4,302.8,12.3,73.3,1.0448
2.6,620.3,12.8,71.8,1.0551
3.5,589.5,13.1,70.2,1.0567
2.1,591.7,12.8,71.8,1.0551
2.1,697.7,13.1,70.3,1.0566
1.7,482.3,13.7,67,1.0446
2.6,574.7,14,65.4,1.0427
2.6,547.5,14.4,63.8,1.0421
2.4,498.3,14.1,65.9,1.0531
2.4,478.8,14.1,65.9,1.0552
2,419.8,14.1,66,1.0539
2,378.4,14,66.4,1.0536
3.1,340.1,13.8,66.4,1.0451
3.3,398.5,13.4,68.1,1.0441
3.3,448.7,13.2,69.1,1.0452
2.6,374.4,13,70,1.042
1.7,243.8,12.7,69.9,1.0223
1.8,256.3,12,71.9,1.0071
1.5,212.3,13.2,66.8,1.0087
1.1,146.3,12.4,69.5,0.9986
0.9,0,13.1,65.7,0.9858
0.7,96,11.8,70.6,0.9731
0.7,105.5,12.3,68,0.9734
0.9,114.7,12,69.2,0.9697
1.3,236.4,11.7,69.8,0.9612
3.2,582.8,12.1,67.6,0.95
5.1,662.3,12.5,65.1,0.9399
3.7,527.5,12.8,62.5,0.9213
3.2,548.5,13.4,59.9,0.9143
3.1,530.7,13.4,57.9,0.8895
3,493.2,13.6,56.4,0.8754
3.6,527.3,13.8,56.3,0.8841
3.2,487.3,13.7,57.9,0.9063
3.9,580.5,13.6,58.9,0.9139
3.4,530.7,13.4,59.7,0.9142
3.9,495.4,13.3,61.2,0.933
3.6,487.2,13.2,61.8,0.9313
4.7,596,12.9,61.5,0.9139
4.1,594.9,12.6,63.9,0.9307
3.4,558.8,12,67.4,0.9417
3.5,585.6,11.9,69,0.9568
1.2,399.3,12,66.6,0.9293
2.4,399.4,11.4,69.6,0.9373
2.1,380.7,11.2,70.3,0.9323
1.1,0,11.5,68.2,0.9271
0,161.9,10.7,71.3,0.9161
1,182.5,10,74.8,0.9161
1.4,356.6,9.2,78.5,0.9143
1.8,478.8,8.8,79.4,0.9033
3.8,851.7,8.7,79.4,0.8944
4.1,821.6,8.9,76.5,0.8767
4.4,910.1,9.9,73.3,0.8936
3.5,800.2,11.8,65.5,0.901
3.5,758,13,60.9,0.9061
3.8,647.2,14.7,52.3,0.8687
3.1,430.6,15.1,49.6,0.8428
3.4,491.3,15.7,48.8,0.8657
3.3,476,15.8,48.9,0.8707
3.4,537.7,14.6,54,0.8946
4.7,621.3,14.3,56.3,0.9119
5.7,728.4,14.1,57.8,0.9262
5.6,715.9,13.1,62.9,0.943
5.9,782,12,67.5,0.9467
3.6,549.5,10.7,70.9,0.9113
2.5,376.5,10,73.2,0.8988
2.9,391.4,9.4,75,0.8874
2.5,433,8.5,76.9,0.8557
1.7,286.7,8.4,75.9,0.8407
1.6,0,6.9,80.7,0.8054
1.1,191.5,6.2,82.1,0.7825
0.9,161.2,7,77.3,0.7759
1,194.1,6.5,79.7,0.7751
1.6,343.3,7.7,76.8,0.8112
3.1,623.7,8.2,74.9,0.8184
4.1,758.3,8.8,73.2,0.8298
3.9,760.2,9.7,70.1,0.8432
3.6,712.8,11.7,62.7,0.8586
3.2,615.3,13.1,58.5,0.877
2.2,318.9,14.2,54.1,0.8707
2.4,338.4,14.2,54.3,0.8757
2.7,379.6,14,56.3,0.894
2.7,365.6,13.5,57.8,0.8933
3.9,567.1,12.3,63,0.9015
5.2,701.6,11.4,68,0.9166
4,522.8,10.8,69.5,0.8995
2.9,373.3,11,67.1,0.8766
3.3,466.5,9.5,71.3,0.8458
2,259.7,8.8,71,0.8089
1.8,244.3,8,73.4,0.7899
2.7,317.2,7.6,73,0.7629
1.8,223.6,7.1,73.9,0.7515
1.3,175.8,7.1,73.5,0.7439
1,0,6.7,75,0.739
1.1,102.8,5.1,81.3,0.7204
1.6,366.7,4.3,82.9,0.6968
1.3,326.4,5.3,80.4,0.7234
1.4,373.9,5.7,79.3,0.7326
5,755.6,6.8,74.8,0.7423
4.3,690,6.9,75.2,0.7505
4.1,753.5,8,71.9,0.7712
3.8,749.8,9.3,67.1,0.7849
3.1,589.6,10.2,63.6,0.7928
